"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5
7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9
6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6
8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4
7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,5
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5
7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6
6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6
5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5
6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6
6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,5
6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6
6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7
6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6
7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,6
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9
7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,6
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,5
6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,6
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,7
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,5
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8
7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,7
4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6
4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5
6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8
7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6
6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,5
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6
10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3
7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,5
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,9
6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,6
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6
6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,5
7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,6
6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6
7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4
8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4
7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8
8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,4
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5
6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5
5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4
5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7
7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6
7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6
8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6
7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8
6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5
5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7
6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6
5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5
6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5
6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,5
6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,5
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6
7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,5
6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7
6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7
6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7
6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5
8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5
6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5
6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,7
6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,7
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6
5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5
6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7
5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,7
5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6
6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,5
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7
6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5
6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6
7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6
7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5
7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6
6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5
6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6
